app_id,review,label,text_len,manual_label,manual_label_backup,labeling_source
730,MAC 잘만 열다가 갑자기 왜 닫아 미친놈들아,0,25,0,,from_steam_recommendation
730,"최고의 게임
다른 FPS게임과 비교불가 밸브가 심심해서 업그레이드한거 같은데....역시 최고",1,51,1,,from_steam_recommendation
570,"좋은 게임이다.
베팅사이트는 이용하지 말자..",0,25,0,,from_steam_recommendation
730,시발좆같은짱개소련핵년들 안잡냐 벨브 애미 뒤진년들아? 게임 좀 운영 잘해라 시발련들아 니들 때문에 게임 접는다 창년들아,0,66,0,,from_steam_recommendation
578080,스킨 가격좀 줄여주세여,1,12,1,,from_steam_recommendation
1172470,"개똥겜 하지마세요

하지말라면 하지마 ㅅㅃ",0,23,0,,from_steam_recommendation
730,그냥 더 말 할게 없음 짱77ㅐ만 빼면 그저 goat..,1,31,1,,from_steam_recommendation
1172470,하루종일 파밍하다가 핵쟁이한테 아이템 상납하는 게임,0,28,0,,from_steam_recommendation
730,정통fps 대표 갓겜,1,11,1,,from_steam_recommendation
570,서버 자주터지는것 빼곤 잼있음,1,16,1,,from_steam_recommendation
730,This is goat of classic,1,23,1,,from_steam_recommendation
1172470,캐릭터 생긴거 꼴보기 싫게생겻음,0,17,0,,from_steam_recommendation
1172470,갓겜 서버터지는거 빼고,1,12,1,,from_steam_recommendation
1172470,변태들한테 적합한 게임.,1,13,1,,from_steam_recommendation
578080,핵 사용 안했는데 정지 좀 풀어주세요 게임을 못해요,1,28,1,,from_steam_recommendation
578080,썩은물만 남아서 뉴비 괴롭히는 더러운 게임,0,23,0,,from_steam_recommendation
1172470,나 존나 잘해 식으로 돌진하면 대부분 팀탓을 하게 됩니다.,1,32,1,,from_steam_recommendation
570,"강한 인간들을 위한 어둠의 듀얼
여튼 그런 게임 입니다",1,30,1,,from_steam_recommendation
1172470,18살 와꾸가 왜 저따구냐 진짜 15년 더 늙어보인다 18,1,32,1,,from_steam_recommendation
570,적은 시간 밖에 플레이 하지 못했습니다만 상당히 재밌는 게임입니다,1,36,1,,from_steam_recommendation
570,Галимая хуита,0,13,0,,from_steam_recommendation
730,Ctrl키야 오늘도 고생이 많다...,1,20,1,,from_steam_recommendation
730,"테러리스트 : 베이스를 지킴
대테러리스트 : 테러리스트 베이스를 구경하러 감",0,42,0,,from_steam_recommendation
1172470,중국인을 조심하세요,0,10,0,,from_steam_recommendation
1172470,프데 씨ㅡ발련들아  왜 일겜에 내려오냐 뉴비인데,1,26,1,,from_steam_recommendation
578080,이 게임은 친구들이랑 하면 좋아 죽음 친구들이랑 할게임 없으면 이 게임 추천,1,42,1,,from_steam_recommendation
1172470,패치도 많이 하고 서버도 꽤 안정적 현존하는 FPS중에는 가장 재밌음,1,38,1,,from_steam_recommendation
578080,"고이고 고이고 고여서 뉴비, 복귀 유저들 뭐 하기가 jo on na 힘드네 그냥 몇판하면 겜 삭제각",0,55,0,,from_steam_recommendation
1172470,"⠁⡼⠋⠀⣆⠀⠀⣰⣿⣫⣾⢿⣿⣿⠍⢠⠠⠀⠀⢀⠰⢾⣺⣻⣿⣿⣿⣷⡀⠀
⣥⠀⠀⠀⠁⠀⠠⢻⢬⠁⣠⣾⠛⠁⠀⠀⠀⠀⠀⠀⠀⠐⠱⠏⡉⠙⣿⣿⡇⠀
⢳⠀⢰⡖⠀⠀⠈⠀⣺⢰⣿⢻⣾⣶⣿⣿⣶⣶⣤⣤⣴⣾⣿⣷⣼⡆⢸⣿⣧⠀
⠈⠀⠜⠈⣀⣔⣦⢨⣿⣿⣿⣾⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣅⣼⠛⢹⠀
⠀⠀⠀⠀⢋⡿⡿⣯⣭⡟⣟⣿⣿⣽⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⠀⡘⠀
⡀⠐⠀⠀⠀⣿⣯⡿⣿⣿⣿⣯⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⡿⠋⣉⢽⣿⡆⠀⠀
⢳⠀⠄⠀⢀⣿⣿⣿⣿⣿⣿⣿⠙⠉⠉⠉⠛⣻⢛⣿⠛⠃⠀⠐⠛⠻⣿⡇⠀⠀
⣾⠄⠀⠀⢸⣿⣿⡿⠟⠛⠁⢀⠀⢀⡄⣀⣠⣾⣿⣿⡠⣴⣎⣀⣠⣠⣿⡇⠀⠀
⣧⠀⣴⣄⣽⣿⣿⣿⣶⣶⣖⣶⣬⣾⣿⣾⣿⣿⣿⣿⣽⣿⣿⣿⣿⣿⣿⡇⠀⠀
⣿⣶⣈⡯⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⡿⠋⣹⢧⣿⣿⣿⣄⠙⢿⣿⣿⣿⠇⠀⠀
⠹⣿⣿⣧⢌⢽⣻⢿⣯⣿⣿⣿⣿⠟⣠⡘⠿⠟⠛⠛⠟⠛⣧⡈⠻⣾⣿⠀⠀⠀
⠀⠈⠉⣷⡿⣽⠶⡾⢿⣿⣿⣿⢃⣤⣿⣷⣤⣤⣄⣄⣠⣼⡿⢷⢀⣿⡏⠀⠀⠀
⠀⠀⢀⣿⣷⠌⣈⣏⣝⠽⡿⣷⣾⣏⣀⣉⣉⣀⣀⣀⣠⣠⣄⡸⣾⣿⠃⠀⠀⠀
⠀⣰⡿⣿⣧⡐⠄⠱⣿⣺⣽⢟⣿⣿⢿⣿⣍⠉⢀⣀⣐⣼⣯⡗⠟⡏⠀⠀⠀⠀
⣰⣿⠀⣿⣿⣴⡀⠂⠘⢹⣭⡂⡚⠿⢿⣿⣿⣿⡿⢿⢿⡿⠿⢁⣴⣿⣷⣶⣦⣤",1,464,1,,from_steam_recommendation
1172470,할때마다 빡치는데 계속 하게됨,1,16,1,,from_steam_recommendation
570,도타2가 재밌다고해서 한번 해봤다 근데 해보니까 조작감이 너무 불편해서 설정을 했었는데 여전히 불편하지만 재미가 있었다 이게 무료라서 좋지만 조작감이 편하게 바뀌었으면 좋겠을것 같다 그래도 도타2를 추천한다 하지만 조금만 더 개선해드린다면 재미있게 플레이 할수 있을것 같다 나는 추천을 누르고 조작감이 편하게 바뀌었음 개선해줘야 한다,1,186,1,,from_steam_recommendation
578080,뉴비라서 연습하려고 커스텀들어가면 레벨 몇백대가 양학하러 다니는데 무슨 연습이 될까요,0,47,0,,from_steam_recommendation
570,무료 게임중 최고인듯,1,11,1,,from_steam_recommendation
1172470,에이펙스 붐은 온다,1,10,1,,from_steam_recommendation
578080,진짜 재미있으니까 꼭한번다운로드 해보세요 진짜 시간가는줄모르고 했네요 다들 즐겜하세요,1,47,1,,from_steam_recommendation
1172470,"크로스플레이 씨발 바꾸라고 개새끼들아 
패드충들 실버구간에서도 핵마냥 쏘고 다니는데 존나 불합리하네  진짜",0,59,0,,from_steam_recommendation
730,핵 안 잡음?? 일하는거맞나싶네 신고를 몇번했는데 뭐함? 일 좀 해라 ㅉㅉ,0,41,0,,from_steam_recommendation
570,하아 롤하다가 하는 사람들 절대하지마라... 진짜 별로다 그냥 빡쳐,0,37,0,,from_steam_recommendation
1172470,"Shooting action so good 
But ttk so long
If you want to slow ttk , Play this game",1,81,1,,from_steam_recommendation
730,"예전에 글옵이었던 시절 잠깐 하고 접었었습니다
카스2로 바꿔주길래 잠깐 해봤습니다
예상대로입니다. 
다른 FPS를 해야겠습니다",1,70,1,,from_steam_recommendation
1172470,"컨트롤러 에임 어시스트 / 서버 불안정 / 배틀패스 지랄 등등 

문제가 많은 게임인데



재미 원툴인 게임

최근 평가 압도적 부정적은 너무도 이해되는 양상인데



그래도 게임은 재미있음 젠장 추천",1,113,1,,from_steam_recommendation
1172470,"이 ㅅ발망겜은 돈을 먹고 안준답니다 
난 분명 에펙코인 1000개짜리를 결제했지만 나간건 돈뿐 주는건 먼지 ㅅ발년들",1,64,1,,from_steam_recommendation
570,It's just awsome game,1,21,1,,from_steam_recommendation
730,게임 진짜 조@팡나게 빡세네...,1,18,1,,from_steam_recommendation
578080,ㅈㄴ 좋아요(제 기준),1,12,1,,from_steam_recommendation
730,10000시간만 하면 러시아어 중국어 자동 습득하는 게임,1,31,1,,from_steam_recommendation
1172470,아직 플탐 ㅇ얼마 안되서그런가 ㅈㄴ재밌는데,1,23,1,,from_steam_recommendation
1172470,이번에 이보실드 개편된거 개인적으로 좋은거 같아요. 캐릭마다 다른 선택지가 있어서 재밌어졌어요,1,52,1,,from_steam_recommendation
1172470,"희대의 ㅂ1ㅅ겜
이따구로 패치할거면 겜 만들지마라;",0,28,0,,from_steam_recommendation
1172470,"Good Game, Bad Patch, Trash Skins",1,33,1,,from_steam_recommendation
1172470,존나 팔딱거리네 씨이퍼얼...,1,16,1,,from_steam_recommendation
730,짱깨 러샤애들 입 막고 핵쟁이 쳐내면 세계최고의 근본 명작 FPS 게임,1,39,1,,from_steam_recommendation
570,도타 2 재밌슴..롤과 비교해도 손색이 없고 오히려 롤보다 나은점이 많습니다,1,42,1,,from_steam_recommendation
730,"현대화된 클래식.
손맛은 그대로.",1,19,1,,from_steam_recommendation
1172470,개 잣같은 겜 컨트롤 들어갔더니 1킬 하고 바로 겜 끝나는 수준 ㄹㅈㄷ 이게 겜이냐,0,46,0,,from_steam_recommendation
1172470,애들 얼굴이 재밌는건지 게임이 재밌는건지 구분이 안감,0,29,0,,from_steam_recommendation
730,"그냥 하셈 못하든 잘하든 초딩때부터 하던 90년대 20대 후반 30대 초중반은 그냥 해라
일단 1.6 못살릴거면 그냥해라",1,68,1,,from_steam_recommendation
570,"음....
트롤촌 왔는데 자유선택으로만 플레이 할 수 있다는데 자유선택을 해도 안된다는...ㅋㅋㅋㅋㅋㅋㅋ",1,58,1,,from_steam_recommendation
1172470,어나더의 어나더의 어나더의 어나더의 어나더의 어나더,1,28,1,,from_steam_recommendation
1172470,일본 국민겜이라서 일본인이랑 많이 만날수있음 잘하면 친구먹어서 같이 할수있음ㅇㅇ,1,44,1,,from_steam_recommendation
570,롤하다 지겨우면 할만해요,1,13,1,,from_steam_recommendation
1172470,너넨 그냥 비추 먹어라 ㅇㅇ..,0,17,0,,from_steam_recommendation
578080,아니 재밌긴한데 핵좀 없으면 딱좋것다,1,20,1,,from_steam_recommendation
570,11111111111,1,11,1,,from_steam_recommendation
570,도타의 멋짐을 모르는 당신,1,14,1,,from_steam_recommendation
1172470,핵? 패드? 서버? 핑? 매판 문제가 생김 근데 게임자체는 재밌어서 JOT같음,1,43,1,,from_steam_recommendation
730,잼민이들이 적고 분탕도 적어서 쾌적한 게임 환경이 너무좋았어요,1,34,1,,from_steam_recommendation
1172470,"빡겜하는 까다로운 사람은 비추
핑이 기본적으로 높은편이고 패드의 사기성, 가끔씩 만나는 핵유저 
참 뭐같음

캐주얼하게 하는 사람은 추천
걍 재밌음 게임이",1,86,1,,from_steam_recommendation
570,"너무 어려운 고인물 게임이네요 ㅠㅠ
3, 4년 전에 접었지만 가끔 생각날때가 있어요 생각만...",1,53,1,,from_steam_recommendation
1172470,wrkxdms rpdlas,0,14,0,,from_steam_recommendation
578080,며칠전 처음 시작했는데 재밌네요. ㅋㅋ,1,21,1,,from_steam_recommendation
1172470,"FPS 배틀로얄 장르 중, 도파민 뽕맛 원탑. 너가 짱해라 ㅇㅇ....",1,39,1,,from_steam_recommendation
730,아 최근 카스2가 착한 중국인 만들어 줬다고 해서 긍정 평가 남깁니다.,1,39,1,,from_steam_recommendation
1172470,무고밴 풀어줘 야발!!!!!!!!,0,18,0,,from_steam_recommendation
1172470,진짜 그냥 오랜만에 들어갔는데 영정당해있네 진짜 왜?,0,29,0,,from_steam_recommendation
1172470,비매너 중국 유저들에 대한 강경한 제재가 필요함. 그리고 나는 당신들의 정치적 올바름을 강요당하고 싶지 않습니다. 캐릭터는 예쁘고 몸매좋고 코스튬도 이뻐야 구매욕구가 솟는 법 아니겠습니까? 게임은 엔터테인먼트 사업의 일환입니다. 고객들의 니즈에 맞는 상품을 출시해 고객들의 지갑을 여세요. 당신들이 만들고 싶은 못생긴 캐릭터 말고.,0,185,0,,from_steam_recommendation
582660,한국어 지원 해주세요 -0- 장난하나 한국게임인데 한국어가 안된다는게 말이되 ?,0,44,0,,from_steam_recommendation
570,가장 완벽한 aos게임이 아닐까... 밸런스가 완벽하다 ..,1,33,1,,from_steam_recommendation
570,아직 조금만밖에 안해봤는데 할만하네요.,1,21,1,,from_steam_recommendation
1172470,갮같은 게임 하지마셈,0,11,0,,from_steam_recommendation
578080,RRRRRRRRRRRRRRRRRRRRRRRRRRRRRR,1,30,1,,from_steam_recommendation
570,망겜왜함 냄새남 ㅉㅉ,1,11,1,,from_steam_recommendation
730,"하다 지우고 하다 지우고 하다 지우고
하다가 스킨사고 다시팔고 다시 하고 스킨팔고",1,45,1,,from_steam_recommendation
1172470,나는 그냥 좀 공평하게 싸우고 싶은데 맨날 다른팀이 와서 나죽임,1,35,1,,from_steam_recommendation
730,핵이 핵을 잡는 미친 게임,1,14,1,,from_steam_recommendation
578080,무지성 신고러들에 대한 불이익을 받는 유저를 케어도 못하고 맨날 매크로식 답변만 남기는 무능력한 펍지영자들,0,59,0,,from_steam_recommendation
730,이 게임 갈 수록 핵이 늘어나는 거 같어...,1,25,1,,from_steam_recommendation
1172470,서버쓰레기에 본부캐3000시간한사람 무고밴쳐때리는겜 ㅋㅋ,0,31,0,,from_steam_recommendation
730,짱깨련들 보이스로 지1랄 ㅈㄴ 떰,1,18,1,,from_steam_recommendation
578080,"부가티 너무 좋았어요 ... ㅋㅋ   
모배에 출시했던 테슬라도 좀 부탁드려요  (사이버트럭 ㄱㄱ)",1,56,1,,from_steam_recommendation
730,발로 하다가 지치신 분들 일로 넘어 오세요 지짜 개꿀잼임,1,31,1,,from_steam_recommendation
570,다른계정합쳐서 2500시간을 했지만 노잼,0,22,0,,from_steam_recommendation
578080,s1987 맛집입니다 유튜브 많이 놀러오세요라,1,25,1,,from_steam_recommendation
570,"도타하고 롤은 취향 많이 타더라

근데 솔직히 말도 안되는걸로 롤 까진 마삼

프리시즌 롤이 하향세니 노잼이니 몇년내로 망하니 으휴 ㅋㅋㅋ

도타충들 맨날 도타 정발하면 롤망한다고 허세부리다가 정작 정발하고도 롤이 건제하니까 말도안되는 억지부리면서 까댐

도타가 나쁘다는게 아님 도타부심부리는 도타충들이 문제

정말 어이없었던 말은 롤은 챔프사야되서 쓰래기게임이고 도타는 첨부터 모든 영웅 다 쓸수있어서 훨씬 좋다는 말

그렇게 치면 도타는 캐릭 꾸미는 악세사리가 엄청 비싸게 거래되는데 그건 문제가 안되나?

결론적으로 나는 별로 재미를 못느꼈으므로 비추",0,311,0,,from_steam_recommendation
570,Don't Try This at Home.,1,23,1,,from_steam_recommendation
1172470,"핵못막는거는 언급자체를 안함 , 외부 컨버터 못막는거 그럴수있다쳐 근데 로지텍 스크립트 건드려서 총기 스프레이 메크로로 잡는거는 벤 처리 해야하는거 아니냐 솔직히 ?",0,92,0,,from_steam_recommendation
1172470,씨발 재미만 있는겜,0,10,0,,from_steam_recommendation
1172470,한국서버도 다시 만들어줘!!,1,15,1,,from_steam_recommendation
1599340,말이 필요 없는 멋진게임. 아직 초반이라 P2W이라는 논란이 생기는데 안타깝기만 하다. 실제로는 꾸준히 하면 충분한 게임인데. 나중엔 능력치 보다는 케릭터를 꾸미는데 더 많이 쓰지 않나? (그것도 많이 퍼주긴 하지만... 이뻐서 샀는데 다음날 이벤트로 받으면 약간 난감....),1,155,1,,from_steam_recommendation
570,"똥타는 똥겜이지
하지만 그걸 하고있는 너나 나도 똥이야
인간은 똥이야! 똥이라고! 히히 오줌발싸!",1,54,1,,from_steam_recommendation
570,그거 아시나요? 이 게임은 20년전에 Warcraft 3 Mode 중의 하나였다는것. 그때부터 재미있게 했는데.....,1,66,1,,from_steam_recommendation
570,애미없는것들이 매판 새롭게 나오네 시발진짜 ㅋㅋㅋㅋ,0,28,0,,from_steam_recommendation
1172470,"게임 진짜 개재밌는데 서버렉이 너무심함 서버렉만 고치면 할만한데 
씨발새끼들이 절대 안고침",1,50,1,,from_steam_recommendation
570,"재밌어요. 가끔 서버가 맛이가고, 랙이 심하고, 코디언니 찾는거 생각하면 열받지만, 게임 자체는 재밌어요. 가끔 피노이나 러시안들 만나서 말도 안되는 소리 들을 때마다 혈압이 터져버릴 것 같긴하지만, 재밌긴 해요. 가끔 샷건치고 접을까 생각하다가도 일주일 쉬면 자연스럽게 도타를 키게돼요.",1,161,1,,from_steam_recommendation
570,나름 개성있는 캐릭터와 스킬이 있어서 재미있고 ai 가  좋아서 그냥 혼자놀기도 훨 났다.사람들이랑 하는거 너무나 스트레스...,1,71,1,,from_steam_recommendation
730,게임 오래 되었음에도 핵신고 및 대응법이 요즘 나온 타사 fps 보다 숙련도가 떨어짐,0,47,0,,from_steam_recommendation
578080,카배에서 넘어온 배그할아버지를 조심하세요,1,22,1,,from_steam_recommendation
1172470,"처음시작했을때 적응 안되는 캐릭터 외형.. 충격적.. 타게임들에 비해 캐릭디자인 완전 쉬에에엣임.

적응이되고 나면 스피드하고 빠른 배틀로얄게임이라 나름 즐겁게 할수있음.

역시 FPS장르게임이라 핵쟁이는 공존해야됨. 

콘트롤러 유저들의 반동없는 난사속에 살아남을 자신있다면 고우 고우!!",1,162,1,,from_steam_recommendation
730,졸라 야한게임 반박시 님 말 다 맞음,1,20,1,,from_steam_recommendation
578080,이게임은 진짜 갓겜입니다 초보들도 잘하면 실력이 올라해도 가고 고수들도 오랜만에 해도 재미있습니다,1,54,1,,from_steam_recommendation
730,ну так тема поиграть 10 минут можно,1,35,1,,from_steam_recommendation
578080,게임 너무 재미없서요,0,11,0,,from_steam_recommendation
1172470,"그저 재미원툴 게임.
문제점이 한두가지가 아닌데 그걸 몇년간 고친적이 없다고 느껴질 정도로 운영을 드럽게 못하는 주제에 배틀패스는 꾸준히 내면서 돈만 뜯을려고 함.
이겜이 재미가 없었다면 할 이유가 없을 정도로 쓰래기

최근 한 1~2년간 접고 다시 복귀했는데도
실버에 다이아가 판치는데 이 겜을 왜 다시 해야하는지 모르겠음",0,181,0,,from_steam_recommendation
1172470,"저희 집이 대표적인 똥컴입니다. 사무용 컴인데 롤을 돌릴때마저 렉이 심히 걸리는 똥컴이였는데 이런 컴에서도 에펙은 돌아가더군요 
다소 렉이 걸리는 것은 어찌할 수 없지만 가볍게 즐기기 좋고 적응도 비교적 쉬운 편인 것 같습니다. 무엇보다도 봇전이 있다는 것이 이 게임의 가장 큰 장점이 아닐까 싶어요. 인생 2번째 FPS 게임인데 재밌는 것 같습니다.",1,196,1,,from_steam_recommendation
570,"사생아 개좆롤이 청출어람하는 동안

따라잡아보겠다고 카피캣을 카피하다가 가랑이 찢어진

개버러지게임",0,55,0,,from_steam_recommendation
1172470,무고벤도 아직도 안풀렸고 항의도 안받아주고 덕분에 능지떡상해서 쓰레기겜 하나 잘 버리게되서 기분이 좋다,0,57,0,,from_steam_recommendation
1172470,일본인들이 짬뽕을 이렇게 좋아하는지 첨알았네요~,1,26,1,,from_steam_recommendation
1172470,서버 좀 고쳐봐 핑이 미쳤어ㅓㅓㅓㅓㅓㅓㅓㅓㅓㅓㅓㅓㅓㅓ,0,29,0,,from_steam_recommendation
1172470,whw병신 매칭 거지같은 시스템 등신같은 스킨 m뒤진 그나라,0,33,0,,from_steam_recommendation
730,"⣿⣿⣿⣿⣿⠟⠋⠄⠄⠄⠄⠄⠄⠄⢁⠈⢻⢿⣿⣿⣿⣿⣿⣿⣿
⣿⣿⣿⣿⣿⠃⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠈⡀⠭⢿⣿⣿⣿⣿
⣿⣿⣿⣿⡟⠄⢀⣾⣿⣿⣿⣷⣶⣿⣷⣶⣶⡆⠄⠄⠄⣿⣿⣿⣿
⣿⣿⣿⣿⡇⢀⣼⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣧⠄⠄⢸⣿⣿⣿⣿
⣿⣿⣿⣿⣇⣼⣿⣿⠿⠶⠙⣿⡟⠡⣴⣿⣽⣿⣧⠄⢸⣿⣿⣿⣿
⣿⣿⣿⣿⣿⣾⣿⣿⣟⣭⣾⣿⣷⣶⣶⣴⣶⣿⣿⢄⣿⣿⣿⣿⣿
⣿⣿⣿⣿⣿⣿⣿⣿⡟⣩⣿⣿⣿⡏⢻⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿
⣿⣿⣿⣿⣿⣿⣹⡋⠘⠷⣦⣀⣠⡶⠁⠈⠁⠄⣿⣿⣿⣿⣿⣿⣿
⣿⣿⣿⣿⣿⣿⣍⠃⣴⣶⡔⠒⠄⣠⢀⠄⠄⠄⡨⣿⣿⣿⣿⣿⣿
⣿⣿⣿⣿⣿⣿⣿⣦⡘⠿⣷⣿⠿⠟⠃⠄⠄⣠⡇⠈⠻⣿⣿⣿⣿
⣿⣿⣿⣿⡿⠟⠋⢁⣷⣠⠄⠄⠄⠄⣀⣠⣾⡟⠄⠄⠄⠄⠉⠙⠻
⡿⠟⠋⠁⠄⠄⠄⢸⣿⣿⡯⢓⣴⣾⣿⣿⡟⠄⠄⠄⠄⠄⠄⠄⠄
⠄⠄⠄⠄⠄⠄⠄⣿⡟⣷⠄⠹⣿⣿⣿⡿⠁⠄⠄⠄⠄⠄⠄⠄⠄
⠄⠄⠄⠄⠄⠄⣸⣿⡷⡇⠄⣴⣾⣿⣿⠃⠄⠄⠄⠄⠄⠄⠄⠄⠄
⠄⠄⠄⠄⠄⠄⣿⣿⠃⣦⣄⣿⣿⣿⠇⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄
⠄⠄⠄⠄⠄⢸⣿⠗⢈⡶⣷⣿⣿⡏⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄",0,415,0,,from_steam_recommendation
730,"무료 게임. 켜기만 해도 도전과제 100% (1개) 달성.
그것만으로 추천 받을 가치가 있다.",1,53,1,,from_steam_recommendation
1172470,시팔년들아 서버좀 고쳐라,0,13,0,,from_steam_recommendation
570,"글로벌갓흥겜 도타2
ㅇㅈ?",1,14,1,,from_steam_recommendation
730,너무 잘 만든 겜 같아요 ^.^,1,17,1,,from_steam_recommendation
730,퀄리티가 많이 좋아짐 역시 근본겜,1,18,1,,from_steam_recommendation
570,외국인들은 화안내고 져도 웃어셔 좋다.,1,21,1,,from_steam_recommendation
1172470,傻逼服务器。。我承认它真的让我破防无数次,0,20,0,,from_steam_recommendation
730,캐주얼하게 즐기기 좋아요,1,13,1,,from_steam_recommendation
570,재밌는데 동남아가 왜 후진국인지 깨닫게된다,1,23,1,,from_steam_recommendation
1172470,진짜 게임 재밌는데 운영 때문에 아쉽다...,1,24,1,,from_steam_recommendation
1172470,핑크머리 캐릭터 너무 못생김,0,15,0,,from_steam_recommendation
570,"내가 처음으로 푹 빠져 본 게임, 최고의 게임",1,25,1,,from_steam_recommendation
1172470,저는 분명 보라색 아이템들로 완벽 무장도하고 궁극기도 있었는데요 이상한 사람들이 점프하면서 주먹으로 절 패 죽였어요 진짜로 제가 못한게 아니긴한데,1,81,1,,from_steam_recommendation
570,"это как шахматы ,стратегия и мозг ,,,по началу кажется что трудно все это изучить понять ,,,кто на какой позиций ,,,.мне 29 лет и могу смела сказать что это игра то на что я могу потратить свободное время !!!!",1,209,1,,from_steam_recommendation
578080,"어쩌다보니 내 라이브러리에서 가장 많은 시간을 하게된 게임

친구가 있으면 언제해도 재미있는 게임",1,54,1,,from_steam_recommendation
1172470,"총 못쏴도 슬라이딩 점프하면서 돌아다니면 재밌음.

본격 산책게임.",1,39,1,,from_steam_recommendation
570,잉여인생들아 도토를 하거라,1,14,1,,from_steam_recommendation
578080,정말 재밌어요 시간가는 줄 모름,1,17,1,,from_steam_recommendation
570,"수많은 컨텐츠들이 매력적인 게임
다만 그래픽적인 측면에서 가시적인 요소를 좀더 명확하게 표현하면 어떨까 싶네요",1,61,1,,from_steam_recommendation
1172470,하하 탈출버튼 누른다,1,11,1,,from_steam_recommendation
578080,인생을 넣어버렸다 시발,1,12,1,,from_steam_recommendation
1172470,돈벌어서 대체 어디에씀? 서버좀 고쳐라,0,21,0,,from_steam_recommendation
1172470,"25.01.08 탭스를 삭제... 대단하다...
25.01.09 롤백을 해서 살아났지만.. 

게임 시작하지 마세요",0,64,0,,from_steam_recommendation
730,핵 좀 잡아 제발~~~~,0,13,0,,from_steam_recommendation
578080,"아직 FPS중 배그만한 겜 없다생각합니다 
핵과의 싸움이지만 어느게임이나 핵은존재한다생각합니다
그핵도 잡는마인다는 생각으로하면 겜하기는 한결편합니다
돌아오세여 여러분 배그가 짱이에요",1,104,1,,from_steam_recommendation
